VC Name,VC Location,Snippet,Short Description,Crunchbase URL,Investment 3 Funding Round Type,Investment 3 Round Type,Investment 3 Company Invested Into,Investment 3 Announcement Date,Investment 3 Value,Investment 3 Type,Investment 2 Funding Round Type,Investment 2 Round Type,Investment 2 Company Invested Into,Investment 2 Announcement Date,Investment 2 Value,Investment 2 Type,Investment 1 Funding Round Type,Investment 1 Round Type,Investment 1 Company Invested into,Investment 1 Announcement Date,Investment 1 Value,Investment 1 Type,Full Description,Normalize a Domain,Growth Score,Clearbit Logo URL
Emerging Ventures,Los Angeles,"Emerging Ventures focuses on seed to early-stage investments in software, AI, and SaaS industries, primarily in San Francisco, Los Angeles, and New York, ...",Emerging Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/emerging-ventures,Series A - Forcen,funding_round,Forcen,2024-04-23,Emerging Ventures investment in Series A - Forcen,investment,Pre Seed Round - Qase,funding_round,Qase,2024-06-30,Emerging Ventures investment in Pre Seed Round - Qase,investment,Series A - Taiv,funding_round,Taiv,2025-06-09,Emerging Ventures investment in Series A - Taiv,investment,Souther CA based venture capital fund investing in early-stage emerging tech startups.,emerging.vc,45,https://logo.clearbit.com/emerging.vc
Alex Zubillaga,New York,"Alex Zubillaga is the founder of 14W, a New York-based, venture capital firm focused on consumer Mobile, Web, E-commerce, CPG, and Media. ...",Alex Zubillaga - Founder @ 14W - Crunchbase Person Profile,https://www.crunchbase.com/person/alex-zubillaga,,,,,,,,,,,,,,,,,,,,,18,
Regah Ventures,New York,"Regah Ventures invests in entrepreneurs who are developing technologies, products, and solutions that are powering the future. New York, New York, United States ...",Regah Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/regah-ventures,Seed Round - Ovo Automotive,funding_round,Ovo Automotive,2022-09-01,Regah Ventures investment in Seed Round - Ovo Automotive,investment,Seed Round - The Edit LDN,funding_round,The Edit LDN,2023-01-17,Regah Ventures investment in Seed Round - The Edit LDN,investment,Series A - CorrActions,funding_round,CorrActions,2023-12-12,Regah Ventures investment in Series A - CorrActions,investment,"Regah Ventures invests in visionary entrepreneurs who are developing transformational technologies, products, and solutions that are powering the future. It invests across a diverse range of industries like AI/ML, data analytics, and cloud edge computing enterprise software platforms, and in venture rounds alongside committed VCs, institutional, and other notable investors.",regahventures.com,14,https://logo.clearbit.com/regahventures.com
Dragonfly Capital Management,Charlotte,Dragonfly Capital Management provides services that starts with an in depth Technical Analysis of the Macro Markets and their influencers.,Dragonfly Capital Management - Crunchbase,https://www.crunchbase.com/organization/dragonfly-capital-management,Series A - Juno,funding_round,Juno,2022-10-01,Dragonfly Capital Management investment in Series A - Juno,investment,Series A - OP3N,funding_round,OP3N,2023-03-21,Dragonfly Capital Management investment in Series A - OP3N,investment,Seed Round - Parallax,funding_round,Parallax,2023-09-12,Dragonfly Capital Management investment in Seed Round - Parallax,investment,"The premium service starts with an in depth Technical Analysis of the Macro Markets and their influencers. Reviewing the Equity Indexes, Gold, Oil, Bonds, The Dollar, Foreign Markets and Volatility and assessing the upcoming week. This is delivered Saturday morning. On Sunday you get 5 exclusive trade ideas culled from reviewing over 900 individual charts. Additionally there are 5 more ideas that I offer high level analysis to the public, but then expand with detailed triggers, stops, support and resistance levels and profit targets and how to adjust them only to premium users. The Top 10 Trade Ideas are screened against the potential to provide a 5 – 10% return in under 10 trading days. During the week I offer updates when pertinent to these trades or the market mood. I also offer 1-3 additional trade ideas nightly, with the same detailed trading plan. These could also be good set ups from the charts but also earnings related or a pairs trade idea. Quite often these mid week ideas are options focused. Many trades are proposed with both stock and options idea, and sometimes several options trades depending on your risk tolerance. Finally, you get access to me, to ask about these trades, the market or anything else.

All premium material is posted to the blog under the premium page. You can subscribe to receive it via e-mail or RSS feed. I also post it with a link on both StockTwits and twitter.

In summary you get 15-25 trade ideas and an expert technical review of the macro market each week.",dragonflycap.com,71,https://logo.clearbit.com/dragonflycap.com
LYVC,Palo Alto,"Legal Name Palo Alto Networks, Inc. ... Palo Alto Networks is a cybersecurity company that offers cybersecurity solutions for organizations.",Palo Alto Networks - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/palo-alto-networks,Series B - d-Matrix,funding_round,d-Matrix,2023-09-06,Palo Alto Networks investment in Series B - d-Matrix,investment,Seed Round - Aim Security,funding_round,Aim Security,2024-01-29,Palo Alto Networks investment in Seed Round - Aim Security,investment,Seed Round - Wald.ai,funding_round,Wald.ai,2024-12-10,Palo Alto Networks investment in Seed Round - Wald.ai,investment,Palo Alto Networks is a cybersecurity company that offers cybersecurity solutions for organizations.,paloaltonetworks.com,94,https://logo.clearbit.com/paloaltonetworks.com
Earl Grey Capital,San Francisco,"Earl Grey Capital invests in seed to early-stage companies in AI, IT, and blockchain sectors, focusing on software and data analytics, primarily in San ...",Earl Grey Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/earl-grey-capital,Seed Round - Archetype AI,funding_round,Archetype AI,2024-04-05,Earl Grey Capital investment in Seed Round - Archetype AI,investment,Pre Seed Round - Rubie,funding_round,Rubie,2024-06-01,Earl Grey Capital investment in Pre Seed Round - Rubie,investment,Series A - CrewAI,funding_round,CrewAI,2024-10-22,Earl Grey Capital investment in Series A - CrewAI,investment,Earl Grey Capital is a investment firm.,earlgrey.capital,34,https://logo.clearbit.com/earlgrey.capital
One Planet Capital,London,"One Planet Capital invests in seed-stage companies within renewable energy, machinery manufacturing, and sustainability sectors, focusing on the United Kingdom.",One Planet Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/one-planet-capital,Pre Seed Round - Deep Blue Biotech,funding_round,Deep Blue Biotech,2024-11-04,One Planet Capital investment in Pre Seed Round - Deep Blue Biotech,investment,Pre Seed Round - Komodo Energy,funding_round,Komodo Energy,2025-01-01,One Planet Capital investment in Pre Seed Round - Komodo Energy,investment,Pre Seed Round - Cress,funding_round,Cress,2025-02-21,One Planet Capital investment in Pre Seed Round - Cress,investment,"OnePlanetCapital is more than an investment house, it’s part of a movement. Radical venture capital focused on unlocking the positive impact of early stage companies as they grow. Our team is spearheading the green industrial revolution and disrupting the status quo to create a positive global impact.",oneplanet.capital,43,https://logo.clearbit.com/oneplanet.capital
Electric Ant,Los Angeles,"Electric Ant is an investment firm that invests in crypto technology companies. Electric Ant was founded in 2021 and was headquartered in Los Angeles, ...",Electric Ant - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/electric-ant,Series B - LayerZero Labs,funding_round,LayerZero Labs,2023-04-04,Electric Ant investment in Series B - LayerZero Labs,investment,Venture Round - Mountaintop Studios,funding_round,Mountaintop Studios,2023-09-21,Electric Ant investment in Venture Round - Mountaintop Studios,investment,Venture Round - Atropos Health,funding_round,Atropos Health,2023-09-21,Electric Ant investment in Venture Round - Atropos Health,investment,"Electric Ant is an investment firm that invests in crypto technology companies.



Electric Ant was founded in 2021 and was headquartered in Los Angeles, California.",electricant.xyz,8,https://logo.clearbit.com/electricant.xyz
InCrowd Capital,Nashville,"InCrowd Capital is an angel investment group based in Nashville, TN, focused on early-stage technology companies across the Southeast.",InCrowd Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/incrowd-capital,Venture Round - Hytch Rewards,funding_round,Hytch Rewards,2018-08-16,InCrowd Capital investment in Venture Round - Hytch Rewards,investment,Angel Round - Anquiro,funding_round,Anquiro,2019-04-01,InCrowd Capital investment in Angel Round - Anquiro,investment,Angel Round - Gun.io,funding_round,Gun.io,2019-06-01,InCrowd Capital investment in Angel Round - Gun.io,investment,"InCrowd focuses on investments in companies graduating from incubator, accelerator and university programs (e.g. tech transfer).  Currently, we focus on investments in the Southeast.

For angels, InCrowd makes it easy to invest in startups by handling all of the complicated stages of investing in startups.  Deal screening, term negotiation and legal and tax document preparation are all handled for their investors.",incrowdcapital.com,3,https://logo.clearbit.com/incrowdcapital.com
SHRMLabs,Alexandria,"SHRMLabs is the innovation lab and venture capital arm of SHRM, the world's largest HR association. Alexandria, Virginia, United States · 1-10; Accelerator ...",SHRMLabs - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/shrmlabs,Convertible Note - GoodJob Software,funding_round,GoodJob Software,2023-03-28,SHRMLabs investment in Convertible Note - GoodJob Software,investment,Series A - Confirm,funding_round,Confirm,2023-08-30,SHRMLabs investment in Series A - Confirm,investment,"Seed Round - Refresh Software, INC",funding_round,"Refresh Software, INC",2024-06-01,"SHRMLabs investment in Seed Round - Refresh Software, INC",investment,"As the innovation lab and venture capital arm of SHRM, the world's largest HR network, SHRMLabs takes the lead in shaping the future of work. With an ensemble of leaders, experts, and strategic minds, we not only inspire innovation within the workplace but also foster it through strategic partnerships and astute investments.",shrmlabs.com,13,https://logo.clearbit.com/shrmlabs.com
Sunhope Capital,San Jose,"Sunhope Capital focuses on seed and early-stage investments in health care, medical devices, and health diagnostics industries, with a geographical focus on ...",Sunhope Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/sunhope-capital,Venture Round - EMAGIN,funding_round,EMAGIN,2019-06-01,Sunhope Capital investment in Venture Round - EMAGIN,investment,Seed Round - Sonic Incytes,funding_round,Sonic Incytes,2020-05-28,Sunhope Capital investment in Seed Round - Sonic Incytes,investment,Seed Round - SchoolConex,funding_round,SchoolConex,2022-08-25,Sunhope Capital investment in Seed Round - SchoolConex,investment,Sunhope Capital is a venture capital firm.,sunhopevc.com,5,https://logo.clearbit.com/sunhopevc.com
National Security Innovation Capital,Mountain View,"National Security Innovation Capital is a DoD initiative that enables dual-use hardware startups to help in their product development. Mountain View, California ...",National Security Innovation Capital - Crunchbase,https://www.crunchbase.com/organization/national-security-innovation-capital,Grant - Parallel Flight Technologies,funding_round,Parallel Flight Technologies,2023-09-15,National Security Innovation Capital investment in Grant - Parallel Flight Technologies,investment,Grant - Ateios,funding_round,Ateios,2023-09-15,National Security Innovation Capital investment in Grant - Ateios,investment,Grant - Great Lakes Crystal Technologies,funding_round,Great Lakes Crystal Technologies,2025-01-17,National Security Innovation Capital investment in Grant - Great Lakes Crystal Technologies,investment,National Security Innovation Capital is a DoD initiative that helps dual-use hardware startups reach key milestones in their product development by filling a gap in private investment from reliable sources.,nsic.mil,20,https://logo.clearbit.com/nsic.mil
